Class	Pub_doi	Pub_title	Pub_concept	Class_short
New forms of work	10.1787/9789264302259-7-en	OECD Reviews of Digital Transformation: Going Digital in Sweden - Seizing the opportunities from digitalisation	Labour Market	New forms of work
New forms of work	10.1787/9789264302259-7-en	OECD Reviews of Digital Transformation: Going Digital in Sweden - Seizing the opportunities from digitalisation	Digital Innovation	New forms of work
New forms of work	10.1787/9789264302259-7-en	OECD Reviews of Digital Transformation: Going Digital in Sweden - Seizing the opportunities from digitalisation	Job Platforms	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Behavioural Insights	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Inclusive Growth	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Business Dynamism	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Open Government	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Digital Transformation	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	OECD FRAMEWORK	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Global Frontier Firms	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Collective Bargaining Institutions	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Productivity Inclusiveness Nexus	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Labour Market	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Inclusive Growth Agenda	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Inclusive Innovation	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Social Protection Systems	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	OECD Countries	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Mental Health	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	OECD Inclusive Growth Initiative	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Wealth Inequality	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	OECD Job Quality Framework	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Income Inequality	New forms of work
New forms of work	10.1787/9789264301665-en	Opportunities for All	Policy Capture	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Digital Economy	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Small Young Firms	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Digital Technologies	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Van Welsum	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Knowledge Based Capital	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Routine Intensive Occupations	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Job Polarisation	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Non-routine Tasks	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Small Start Ups	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Existing Labour Market Programmes	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Big Data	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	OECD Digital Economy Papers	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Hybrid Instruments	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Digital Markets	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Industrial Espionage	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Radio Frequency Identification	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Demand Side Policies	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Amazon Mechanical Turk	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Automatic Teller Machines	New forms of work
New forms of work	10.1787/5jlwt496h37l-en	OECD Digital Economy Papers - New Markets and New Jobs	Labour Market	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Data Driven Innovation	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Big Data	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Information And Communication Technology Goods	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Digital Innovation	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Digital Transformation	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Online Platforms	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Information And Communication Technology Services	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Precision Agriculture	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Electronic Health Records	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Digital Government	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Digital Technologies	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Smart Grids	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Digital Applications	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Farm Data	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Open Access Publishing	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Platform Markets	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Business Dynamism	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Compound Annual Growth Rate	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Cloud Provider	New forms of work
New forms of work	10.1787/9789264276284-8-en	OECD Digital Economy Outlook 2017 - Innovation, applications and transformation	Open Data Institute	New forms of work
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Dual Vocational Education And Training	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Public Employment Services	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Dual Vocational Education And Training System	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Long Term Unemployed	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Labour Market Insecurity	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Employer Social Security Contributions	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Regional Public Employment Service Offices	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Firm Level Agreements	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Job Strain	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Standard Unemployment Benefit	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Minimum Income Support	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Labour Market	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Fair Dismissal	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Programme For International Students Assessment Score	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	OECD Job Quality Framework	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	ORBIS Database	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Temporary Workers	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Job Resources	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Unemployment Spells	Job Quality
Job Quality	10.1787/72275f0b-en	OECD Economics Department Working Papers - Reforms for more and better quality jobs in Spain	Temporary Contracts	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Social Mobility	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Sticky Floors	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Upward Mobility	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Income Mobility	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Intergenerational Mobility	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Open Educational Resources	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Spatial Segregation	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Disadvantaged Backgrounds	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Non-cognitive Skills	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Social Rental Housing	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Freelance Journalists	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Mobility Prospects	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Income Trajectories	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Labour Market Shocks	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Family Policies	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Perinatal Period	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Affirmative Action	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Earned Income Tax Credit	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Income Shocks	Job Quality
Job Quality	10.1787/9789264301085-8-en	A Broken Social Elevator? How to Promote Social Mobility - Towards social mobility - friendly policies	Low Income Households	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Job Stress	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Job Strain	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Workplace Stress	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Employer Provided Health Insurance	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Chronic Stress	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Cigarette Smoking	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Cardiovascular Disease	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Psychological Demand	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Poor Health Outcomes	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Affordable Care Act	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	American Psychological Association	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Job Lock	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Mental Health	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Compensating Wage Differentials	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Relative Affluence	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Decision Latitude	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Blood Pressure	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	High Job Strain	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Occupational Safety	Job Quality
Job Quality	10.1787/5jz0zb5t4532-en	OECD Economics Department Working Papers - Workplace Stress in the United States	Work Hours	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Sickness Absence	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Sickness Management	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Occupational Physician	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Mental Health Problems	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Psychosocial Risks	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Mental Health	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Preventive Consultation	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Mental Ill Health	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Job Strain	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Case Managers	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Employee Insurance Agency	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Dutch Companies	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Occupational Health Care	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Manage Sickness Absence	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Occupational Medicine	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Health Care Providers	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Moderate Mental Disorder	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Sick Worker	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Occupational Health	Job Quality
Job Quality	10.1787/9789264223301-7-en	Mental Health and Work: Netherlands - Working conditions and sickness management in the Netherlands	Prevention Specialist	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Voluntary Early Retirement	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Disability Retirement	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Long Term Sickness Absence	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Age Discrimination	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Strenuous Work	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Physical Working Environment	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Disability Pension	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Sickness Absence	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Working Environment Factors	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Blue Collar Workers	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Early Retirement	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Norwegian Study	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Work Demands	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Retirement Behaviour	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Occupational Accidents	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Working Environment	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Psychosocial Work	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Danish Study	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Retirement Process	Job Quality
Job Quality	10.6027/TN2017-559	TemaNord - Working environment and work retention	Physical Work	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Psychosocial Work Environment	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Mental Health	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Mental Illness	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Sickness Absence	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Mental Ill Health	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	DANISH WORK	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Municipal Job Centre	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Job Centre	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Job Strain	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Mental Disorder	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Workability Record	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Mental Health Problems	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Sick Leave	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Guidance Tools	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Working Environment Act	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Workplace Conflicts	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Sick Workers	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Working Environment Authority	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Sick Employee	Job Quality
Job Quality	10.1787/9789264188631-7-en	Mental Health and Work: Denmark - Flexicurity, productivity and the Danish work environment	Sickness Benefit	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Work Family Conflicts	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Long Working Hours	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Work Life Balance	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Working Hours	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Overtime Work	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Work Life Conflicts	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Psychological Distress	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Improve Work Life Balance	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Total Workload	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Female Samples	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Work Environmental Factors	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Working Time Arrangements	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Part-time Work	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	High Job Demands	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Total Work Hours	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Mothers Worked	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Mixed Samples	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Dual Earner Couples	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Working Time Arrangements	Job Quality
Job Quality	10.6027/9789289334037-4-en	Working time arrangements and social consequences – What do we know? - Length of working hours	Low Rewards	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Prime Aged Women	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Part-time Work	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	JOBS CRISIS	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Full Time Workers	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	OECD Labour Force Statistics Database	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Part-time Employment	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Full Time Employment	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Involuntary Part-time	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Working Hours	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Part-time Jobs	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Involuntary Part-time Work	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Job Quality	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Child Care Costs	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Involuntary Part-time Employment	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Formal Child Care	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Marginal Effective Tax Rate	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Full Time Counterparts	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Net Social Transfers	Job Quality
Job Quality	10.1787/empl_outlook-2010-5-en	OECD Employment Outlook 2010 - How Good is Part-Time Work?	Working Time Arrangements	Job Quality
